,height,nb_frames,time,video_id,width
191,720,5405,180.166333,7000065072,1280
192,720,12513,417.099333,7000096031,1280
193,720,9047,301.566333,7000076406,1280
194,720,20175,672.499333,7000075778,1280
195,720,2496,83.282367,7000108058,1280
196,720,12129,404.299333,7000059046,1280
197,720,5003,166.933367,7000109250,1280
198,720,8664,288.799333,7000074126,1280
199,720,13804,460.133333,7000093060,1280
200,720,4119,137.436367,7000111803,1280
201,720,5417,180.566333,7000073488,1280
202,720,14946,498.199333,7000066839,1280
203,720,3520,117.333333,7000101525,1280
204,720,9072,302.399333,7000082032,1280
205,720,7272,242.399333,7000080858,1280
206,720,24897,830.729367,7000105173,1280
207,720,5936,197.866333,7000085743,1280
208,720,14240,475.140367,7000105170,1280
209,720,5855,195.166333,7000059748,1280
210,720,4345,144.833333,7000061409,1280
211,720,2132,71.066333,7000058658,1280
212,720,3315,110.610367,7000112685,1280
213,720,14498,483.266333,7000058662,1280
214,720,10764,358.799333,7000084481,1280
215,720,15827,528.093367,7000109492,1280
216,720,7512,250.399333,7000100736,1280
217,720,7404,247.046367,7000112185,1280
218,720,6689,222.966333,7000104120,1280
219,720,12867,428.899333,7000076982,1280
220,720,14592,486.399333,7000097257,1280
221,720,32270,1075.666333,7000089888,1280
222,720,7931,264.366333,7000088882,1280
223,720,25482,850.249367,7000113419,1280
224,720,3722,124.190367,7000110192,1280
225,720,20012,667.066333,7000082879,1280
226,720,3903,130.099333,7000055659,1280
227,720,9369,312.299333,7000103644,1280
228,720,12567,418.899333,7000071224,1280
229,720,6518,217.266333,7000076610,1280
230,720,9205,306.833333,7000085821,1280
231,720,14047,468.701367,7000111806,1280
232,720,6536,217.866333,7000065075,1280
233,720,5511,183.699333,7000061666,1280
234,720,12778,425.933333,7000076856,1280
235,720,8147,271.566333,7000097966,1280
236,720,12062,402.066333,7000100669,1280
237,720,9063,302.099333,7000100134,1280
238,720,9927,330.899333,7000065077,1280
239,720,8945,298.166333,7000075798,1280
240,720,14211,473.699333,7000076638,1280
241,720,10463,348.766333,7000081279,1280
242,720,13760,459.124367,7000104775,1280
243,720,4847,161.727367,7000106407,1280
244,720,13326,444.199333,7000097566,1280
245,720,21582,719.399333,7000054670,1280
246,720,1639,54.633333,7000062050,1280
247,720,4077,135.899333,7000091851,1280
248,720,12694,423.133333,7000078716,1280
249,720,14177,472.566333,7000088258,1280
250,720,14234,474.466333,7000059848,1280
251,720,4173,139.099333,7000100670,1280
252,720,9537,317.899333,7000084936,1280
253,720,7262,242.066333,7000084365,1280
254,720,16441,548.033333,7000092667,1280
255,720,6846,228.199333,7000077785,1280
256,720,4028,134.266333,7000086250,1280
257,720,82035,2737.234367,7000112949,1280
258,720,5836,194.727367,7000108237,1280
259,720,12711,423.699333,7000071219,1280
260,720,14125,471.303367,7000113005,1280
261,720,14007,467.366367,7000111403,1280
262,720,10030,334.333333,7000086976,1280
263,720,4065,135.499333,7000099517,1280
264,720,6474,215.799333,7000056709,1280
265,720,5384,179.466333,7000055658,1280
266,720,1863,62.099333,7000060388,1280
267,720,14573,495.933333,7000084289,1280
268,720,4367,145.711367,7000107733,1280
269,720,3851,128.494367,7000111887,1280
270,720,5462,182.066333,7000090964,1280
271,720,8256,275.199333,7000059846,1280
272,720,5181,172.872367,7000106423,1280
273,720,15025,501.333367,7000114415,1280
274,720,12882,429.399333,7000067559,1280
275,720,9236,307.866333,7000075741,1280
276,720,13196,440.306367,7000108547,1280
277,720,12492,416.399333,7000085557,1280
278,720,3997,133.366367,7000110230,1280
279,720,14961,498.699333,7000090662,1280
280,720,14663,489.255367,7000114609,1280
281,720,5491,183.033333,7000055655,1280
282,300,14147,472.038233,7000082103,534
283,720,14544,484.799333,7000100081,1280
284,720,3839,127.966333,7000066123,1280
285,720,1662,55.399333,7000054466,1280
286,720,4693,156.433333,7000085416,1280
287,720,1396,46.533333,7000080390,1280
288,720,14049,468.299333,7000063656,1280
289,720,6694,223.133333,7000076506,1280
290,720,13132,438.170367,7000111614,1280
291,720,9648,321.599333,7000082013,1280
292,720,11294,376.466333,7000062844,1280
293,720,3755,125.166333,7000080883,1280
294,720,14474,482.466333,7000097244,1280
295,720,22816,760.533333,7000100548,1280
296,720,13598,453.266333,7000076731,1280
297,720,50111,1672.036367,7000106992,1280
298,720,13281,442.699333,7000097876,1280
299,720,1171,39.033333,7000088645,1280
300,720,5764,192.133333,7000091491,1280
301,720,24588,819.599333,7000088438,1280
302,720,14092,469.733333,7000086714,1280
303,720,7014,233.799333,7000042754,1280
304,720,10781,359.725367,7000114412,1280
305,720,7426,247.780367,7000104811,1280
306,720,10135,337.833333,7000099651,1280
307,720,15420,513.999333,7000097780,1280
308,720,21760,726.058367,7000106506,1280
309,720,13918,463.933333,7000075859,1280
310,720,12646,421.533333,7000055999,1280
311,720,12576,419.199333,7000063098,1280
312,720,11333,377.766333,7000068698,1280
313,720,9537,318.217367,7000113137,1280
314,720,5519,183.966333,7000061643,1280
315,720,24253,808.433333,7000103451,1280
316,720,10378,345.933333,7000088849,1280
317,720,8295,276.499333,7000061519,1280
318,720,9907,330.233333,7000085581,1280
319,720,1758,58.599333,7000053411,1280
320,300,10560,352.352000,7000062519,534
321,720,2556,85.199333,7000084280,1280
322,720,8798,293.266333,7000081999,1280
323,720,15250,508.333333,7000103443,1280
324,720,8711,290.656367,7000112442,1280
325,720,13993,466.433333,7000080021,1280
326,720,11424,380.799333,7000069481,1280
327,720,5809,193.633333,7000085004,1280
328,720,8641,288.033333,7000066548,1280
329,720,6582,219.399333,7000059624,1280
330,720,14469,482.299333,7000076737,1280
331,720,16250,541.666333,7000065232,1280
332,720,17397,580.479367,7000105040,1280
333,720,8560,285.333333,7000090251,1280
334,720,29870,995.666333,7000065078,1280
335,720,10879,362.633333,7000061660,1280
336,720,7699,256.633333,7000055231,1280
337,720,10854,361.799333,7000094973,1280
338,720,14940,497.999333,7000065529,1280
339,720,10536,351.199333,7000064617,1280
340,720,2617,87.233333,7000102855,1280
341,720,1909,63.633333,7000064692,1280
342,720,15521,517.883367,7000104950,1280
343,720,18179,605.966333,7000064004,1280
344,720,11349,378.299333,7000061895,1280
345,720,8517,284.183367,7000108263,1280
346,720,5413,180.613367,7000111581,1280
347,720,6179,205.966333,7000078030,1280
348,720,20373,679.099333,7000077131,1280
349,720,16975,565.833333,7000091848,1280
350,720,4956,165.199333,7000070400,1280
351,720,16374,546.345367,7000109977,1280
352,720,1761,58.699333,7000056209,1280
353,720,11708,390.656367,7000109393,1280
354,720,8081,269.366333,7000101890,1280
355,720,10167,339.238367,7000111764,1280
356,720,1921,64.033333,7000058656,1280
357,720,10210,340.673367,7000113335,1280
358,720,6522,217.399333,7000074637,1280
359,720,7489,249.633333,7000100752,1280
360,720,12372,412.399333,7000091882,1280
361,720,13022,434.066333,7000074035,1280
362,720,15219,507.299333,7000081176,1280
363,720,1389,46.345367,7000110228,1280
364,720,17903,596.766333,7000063299,1280
365,720,13719,457.299333,7000096206,1280
366,720,11478,382.982367,7000111713,1280
367,720,12003,400.099333,7000056213,1280
368,720,1784,59.466333,7000062762,1280
369,720,2533,84.433333,7000056150,1280
370,720,15655,522.354367,7000109721,1280
371,720,16985,566.732367,7000105855,1280
372,720,15387,512.899333,7000091547,1280
373,720,6181,206.033333,7000075335,1280
374,720,11338,377.933333,7000069017,1280
375,720,8177,272.566333,7000061665,1280
376,720,13137,437.899333,7000085685,1280
377,720,14578,485.933333,7000084181,1280
378,720,5981,199.366333,7000093812,1280
379,720,10317,343.899333,7000069391,1280
380,720,1377,45.899333,7000056414,1280
381,720,3451,115.033333,7000061922,1280
382,720,4245,141.641367,7000110486,1280
383,720,16299,543.299333,7000080966,1280
384,720,25952,865.931367,7000105677,1280
385,720,13657,455.233333,7000080746,1280
386,720,3612,120.399333,7000100333,1280
387,720,19908,664.263367,7000112919,1280
388,720,18219,607.906367,7000109878,1280
389,720,2767,92.325367,7000108431,1280
390,720,11486,383.249367,7000108425,1280
391,720,13129,437.633333,7000083189,1280
392,720,6216,207.199333,7000084763,1280
393,720,12278,409.266333,7000088640,1280
394,720,13613,453.766333,7000094105,1280
395,720,8785,292.833333,7000079609,1280
396,720,14199,473.299333,7000071920,1280
397,720,6994,233.133333,7000064823,1280
398,300,7159,238.633333,7000076294,534
399,720,21059,701.966333,7000076219,1280
400,720,5468,182.266333,7000088259,1280
401,720,9342,311.399333,7000091242,1280
402,720,14339,477.966333,7000082705,1280
403,720,3879,129.299333,7000068767,1280
404,720,5630,187.666333,7000075632,1280
405,720,17513,583.766333,7000077235,1280
406,720,14125,471.303367,7000113251,1280
407,720,11738,391.266333,7000098430,1280
408,720,19480,649.333333,7000055322,1280
409,720,17566,586.118367,7000110507,1280
410,720,12791,426.366333,7000061414,1280
411,720,11613,387.486367,7000110390,1280
412,720,9882,329.399333,7000087336,1280
413,720,13355,445.611367,7000109884,1280
414,720,13350,444.999333,7000082297,1280
415,720,5631,187.887367,7000112414,1280
416,720,10259,341.966333,7000091967,1280
417,720,15569,518.966333,7000096225,1280
418,720,9571,319.352367,7000106425,1280
419,720,15784,526.133333,7000082302,1280
420,720,12731,424.790367,7000112008,1280
421,720,9090,302.999333,7000077793,1280
422,720,12720,423.999333,7000089813,1280
423,720,15228,507.599333,7000054120,1280
424,720,9848,328.266333,7000101203,1280
425,720,5640,187.999333,7000082458,1280
426,720,28770,958.999333,7000078359,1280
427,720,14718,490.599333,7000076226,1280
428,720,13877,462.566333,7000090740,1280
429,720,7226,240.866333,7000094807,1280
430,720,9503,316.766333,7000074423,1280
431,720,16029,534.299333,7000079608,1280
432,720,13041,434.699333,7000079109,1280
433,720,6164,205.466333,7000075411,1280
434,720,3416,113.866333,7000066813,1280
435,720,12823,427.860367,7000104870,1280
436,720,11128,370.933333,7000068700,1280
437,720,1896,63.199333,7000058136,1280
438,720,15919,531.163367,7000104868,1280
439,720,16354,545.133333,7000090343,1280
440,720,9587,319.885367,7000110611,1280
441,720,11033,377.366333,7000094744,1280
442,720,13595,453.166333,7000076977,1280
443,720,2233,74.507367,7000105467,1280
444,720,13444,448.133333,7000091760,1280
445,720,17416,580.533333,7000090250,1280
446,720,8416,280.533333,7000045051,1280
447,720,12826,427.960367,7000107434,1280
448,720,7498,249.933333,7000065278,1280
449,720,5150,171.666333,7000094012,1280
450,720,13806,460.199333,7000077455,1280
451,720,2377,79.312367,7000107312,1280
452,720,57941,1931.366333,7000074873,1280
453,720,39266,1308.866333,7000088249,1280
454,720,10614,353.799333,7000093621,1280
455,720,9911,330.696367,7000106048,1280
456,720,5567,185.566333,7000059845,1280
457,720,1507,50.233333,7000075226,1280
458,720,4017,133.899333,7000088867,1280
459,720,22466,749.615367,7000109591,1280
460,720,14704,490.623367,7000113403,1280
461,720,7265,242.166333,7000087549,1280
462,504,19258,642.574367,7000108287,896
463,720,14692,489.733333,7000083975,1280
464,720,5695,189.833333,7000074822,1280
465,720,12685,423.255367,7000110244,1280
466,720,17008,566.933333,7000100471,1280
467,720,6756,225.199333,7000099308,1280
468,720,9407,313.566333,7000056287,1280
469,720,24227,807.566333,7000061450,1280
470,720,10570,352.333333,7000103767,1280
471,720,7859,261.966333,7000064386,1280
472,720,15325,510.833333,7000070925,1280
473,720,2383,79.512367,7000106991,1280
474,720,7038,234.599333,7000089931,1280
475,720,8547,285.184367,7000105866,1280
476,720,8249,274.966333,7000089114,1280
477,720,8773,292.433333,7000064821,1280
478,720,6401,213.366333,7000080174,1280
479,720,20065,668.833333,7000095701,1280
480,720,11597,386.952367,7000106426,1280
481,720,16754,558.466333,7000091658,1280
482,720,8388,279.599333,7000089883,1280
483,720,15161,505.366333,7000089216,1280
484,300,7762,258.733333,7000073222,534
485,720,7906,263.533333,7000100014,1280
486,720,3862,128.733333,7000080385,1280
487,720,13671,455.699333,7000101727,1280
488,720,4466,149.015367,7000110666,1280
489,720,14355,478.978367,7000105346,1280
490,720,11230,374.333333,7000076622,1280
491,720,1967,65.566333,7000065316,1280
492,720,16540,551.884367,7000109983,1280
493,720,9048,301.599333,7000061403,1280
494,720,11084,369.466333,7000066088,1280
495,720,2797,93.233333,7000079935,1280
496,720,12489,416.299333,7000055098,1280
497,720,24977,832.566333,7000094952,1280
498,720,6467,215.781367,7000111756,1280
499,300,7627,254.233333,7000075740,534
500,720,11884,396.133333,7000056604,1280
501,300,2151,71.700000,7000084137,534
502,720,9222,307.399333,7000090950,1280
503,720,7561,252.033333,7000066067,1280
504,720,16357,545.778367,7000104783,1280
505,720,11892,396.399333,7000085151,1280
506,720,15932,531.066333,7000060094,1280
507,720,3773,125.766333,7000100082,1280
508,720,7088,236.502367,7000112157,1280
509,720,15354,512.311367,7000108286,1280
510,720,13506,450.199333,7000070910,1280
511,720,15261,508.699333,7000076321,1280
512,720,9804,326.799333,7000078859,1280
513,720,14062,469.201367,7000111802,1280
514,720,13435,448.280367,7000113451,1280
515,720,17277,575.899333,7000084765,1280
516,720,13228,440.933333,7000070403,1280
517,720,11676,389.199333,7000094951,1280
518,720,18198,606.599333,7000084122,1280
519,720,16346,544.866333,7000100558,1280
520,720,7723,257.433333,7000082261,1280
521,720,22008,733.599333,7000063093,1280
522,720,7362,245.399333,7000075535,1280
523,720,2907,96.899333,7000069214,1280
524,720,736,24.557367,7000107492,1280
525,720,5121,170.699333,7000066829,1280
526,720,10389,346.299333,7000102935,1280
527,720,8602,287.019367,7000105356,1280
528,720,13268,442.266333,7000074732,1280
529,720,17118,571.170367,7000113087,1280
530,720,36033,1201.099333,7000097961,1280
531,720,13867,462.233333,7000082104,1280
532,720,6262,208.733333,7000082963,1280
533,720,11364,378.799333,7000054123,1280
534,720,15886,530.062367,7000113101,1280
535,720,7121,237.366333,7000082618,1280
536,720,9007,300.533367,7000111882,1280
537,720,18908,630.266333,7000055451,1280
538,720,12530,417.666333,7000084567,1280
539,720,6167,205.566333,7000059355,1280
540,720,11754,391.799333,7000085068,1280
541,720,10449,348.647367,7000110131,1280
542,720,7949,265.231367,7000107250,1280
543,720,1307,43.566333,7000083849,1280
544,720,7006,233.533333,7000061663,1280
545,720,6194,206.466333,7000085626,1280
546,720,24641,821.366333,7000085559,1280
547,720,2722,90.733333,7000100862,1280
548,720,9971,332.698367,7000109337,1280
549,720,12121,404.033333,7000071510,1280
550,720,3714,123.799333,7000061413,1280
551,720,15326,510.866333,7000080019,1280
552,720,41036,1367.866333,7000100440,1280
553,720,5364,178.799333,7000074973,1280
554,720,15784,526.133333,7000077375,1280
555,720,16763,558.766333,7000095169,1280
556,720,10788,359.599333,7000055767,1280
557,720,8444,281.466333,7000091677,1280
558,720,10201,340.033333,7000066368,1280
559,720,23363,779.545367,7000105353,1280
560,720,12802,426.733333,7000055326,1280
561,720,9253,308.433333,7000064005,1280
562,720,12753,425.524367,7000110696,1280
563,720,10060,335.333333,7000085142,1280
564,720,8571,285.699333,7000090358,1280
565,720,29182,972.733333,7000056288,1280
566,720,17976,599.199333,7000103050,1280
567,720,7243,241.433333,7000072985,1280
568,720,10470,348.999333,7000076476,1280
569,720,5757,191.899333,7000101726,1280
570,720,5613,187.099333,7000066842,1280
571,720,17361,578.699333,7000101200,1280
572,720,16168,539.471367,7000109493,1280
573,720,15048,501.599333,7000084277,1280
574,720,13221,440.699333,7000083479,1280
575,720,5915,197.166333,7000100472,1280
576,720,23377,779.233333,7000062255,1280
577,720,1622,54.066333,7000054459,1280
578,720,7838,261.266333,7000080466,1280
579,720,5113,170.433333,7000065074,1280
580,720,15784,526.133333,7000064694,1280
581,720,8921,297.366333,7000073435,1280
582,720,6799,226.633333,7000079026,1280
583,720,16083,536.099333,7000065211,1280
584,720,9936,331.199333,7000085384,1280
585,720,11320,377.333333,7000068960,1280
586,720,3808,126.933333,7000090757,1280
587,720,2271,75.699333,7000103745,1280
588,720,13185,439.499333,7000060086,1280
589,720,8601,286.699333,7000092085,1280
590,720,16431,548.247367,7000107317,1280
591,720,10423,347.433333,7000092942,1280
592,720,14609,487.453367,7000110242,1280
593,720,6090,202.999333,7000055001,1280
594,720,11457,381.899333,7000060389,1280
595,720,3950,131.797367,7000107210,1280
596,720,10554,351.799333,7000069429,1280
597,720,15223,507.433333,7000064824,1280
598,720,10776,359.199333,7000088080,1280
599,720,6694,223.133333,7000073434,1280
600,720,14018,467.266333,7000075267,1280
601,720,19120,637.970367,7000112900,1280
602,720,14220,474.473367,7000104781,1280
603,720,10942,365.097367,7000109717,1280
604,720,9200,306.666333,7000082016,1280
605,720,8367,278.899333,7000084488,1280
606,720,2964,98.799333,7000053644,1280
607,720,11778,392.599333,7000091905,1280
608,720,6835,227.833333,7000092082,1280
609,720,14877,495.899333,7000090857,1280
610,720,7834,261.133333,7000081450,1280
611,720,7601,253.366333,7000067639,1280
612,720,8247,275.174367,7000107045,1280
613,720,7052,235.066333,7000100739,1280
614,720,14678,489.755367,7000111609,1280
615,720,1839,61.299333,7000053418,1280
616,720,16969,565.633333,7000073437,1280
617,720,15489,516.299333,7000058659,1280
618,720,7422,247.399333,7000098909,1280
619,720,9075,302.802367,7000104530,1280
620,720,22306,743.533333,7000099073,1280
621,720,7828,260.933333,7000062724,1280
622,720,11837,394.566333,7000081178,1280
623,720,22297,743.233333,7000080465,1280
624,720,9315,310.499333,7000059937,1280
625,720,13820,460.666333,7000093058,1280
626,720,6342,211.399333,7000066824,1280
627,720,16636,554.533333,7000085156,1280
628,720,6033,201.300367,7000107499,1280
629,720,16041,534.699333,7000068516,1280
630,720,7794,259.799333,7000066831,1280
631,720,8865,295.499333,7000078727,1280
632,720,7013,234.000367,7000108008,1280
633,720,11917,397.233333,7000100557,1280
634,720,14819,493.966333,7000076508,1280
635,720,8757,292.191367,7000107630,1280
636,720,6442,214.733333,7000065244,1280
637,720,6932,231.066333,7000100547,1280
638,720,2255,75.166333,7000054890,1280
639,720,10698,356.599333,7000097795,1280
640,720,13360,445.778367,7000108085,1280
641,720,12938,431.266333,7000065106,1280
642,720,29834,994.466333,7000071113,1280
643,720,16636,554.533333,7000085399,1280
644,720,13024,434.133333,7000092450,1280
645,720,6558,218.599333,7000077234,1280
646,720,13449,448.299333,7000068973,1280
647,720,7008,233.833367,7000106989,1280
648,720,27025,900.833333,7000055994,1280
649,720,5958,198.798367,7000109914,1280
650,720,14792,493.066333,7000089414,1280
651,300,11856,395.200000,7000073182,534
652,720,5114,170.636367,7000113250,1280
653,720,7724,257.466333,7000102579,1280
654,720,24030,800.999333,7000082524,1280
655,720,9403,313.433333,7000066828,1280
656,300,12707,423.990233,7000061727,534
657,720,12333,411.099333,7000075272,1280
658,720,11620,387.333333,7000082951,1280
659,720,14854,495.628367,7000112409,1280
660,720,17258,575.266333,7000082881,1280
661,720,13079,435.966333,7000076514,1280
662,720,7160,238.666333,7000082658,1280
663,720,10934,364.466333,7000086705,1280
664,720,6314,210.466333,7000060493,1280
665,720,13280,443.108367,7000105239,1280
666,720,15648,521.599333,7000090562,1280
667,720,5762,192.066333,7000086073,1280
668,720,13718,457.266333,7000090465,1280
669,720,17983,600.032367,7000107491,1280
670,720,4656,155.354367,7000111146,1280
671,720,13328,444.266333,7000061658,1280
672,720,11578,385.933333,7000074835,1280
673,720,15294,509.799333,7000059248,1280
674,720,3492,116.399333,7000054652,1280
675,720,19340,644.666333,7000081461,1280
676,720,13111,437.033333,7000073377,1280
677,720,5022,167.399333,7000082252,1280
678,720,14009,466.966333,7000075338,1280
679,720,9690,322.999333,7000087593,1280
680,720,9281,309.366333,7000068944,1280
681,720,16630,554.887367,7000104761,1280
682,720,10013,333.766333,7000069216,1280
683,720,23933,797.766333,7000070755,1280
684,720,6684,222.799333,7000053851,1280
685,504,2231,74.440367,7000109479,896
686,720,8638,288.220367,7000107500,1280
687,720,14502,483.399333,7000074617,1280
688,720,10722,357.757367,7000113159,1280
689,720,14196,473.199333,7000076974,1280
690,720,1622,54.066333,7000056602,1280
691,720,19596,653.199333,7000086248,1280
692,720,19192,640.372367,7000104946,1280
693,720,3044,101.466333,7000102445,1280
694,720,6455,215.166333,7000094644,1280
695,720,5966,198.866333,7000099106,1280
696,720,15908,530.266333,7000066823,1280
697,720,14018,467.266333,7000100149,1280
